Country Name,Series Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
OECD members,Renewable electricity output (% of total electricity output),17.23063887,17.20657681,16.99950397,16.24318913,16.02593059,16.51634834,15.74489777,16.07156376,15.87840102,16.13941689,16.17796732,16.58047756,16.42802181,17.31319473,18.29852687,18.44761971,19.77407413,20.74182321,21.90196678,22.73642529,23.54489389,24.4971881,25.76058524,26.33418274,27.77992318,30.52058513,30.19378664
