Country Name,Series Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
OECD members,Fossil fuel energy consumption (% of total),82.29607639,82.32527574,82.67672581,82.44102317,82.33440919,82.31077171,82.57116384,82.54052143,82.76916034,82.38486465,82.14809475,81.84983695,82.06535962,81.5527841,80.78008996,80.61930747,80.99242273,81.03145233,80.52744996,80.16115894,79.67629802
