,SPY,AAPL,AMD,TSLA,AMZN,F,CCL,NVDA,T,META,INTC,BAC,AAL,GOOGL,MSFT,CMCSA,Date
314,232.4981995,58.73986435,43.65999985,32.10400009,95.38500214,3.736050129,8.800000191,60.56717682,15.40406418,159.4308472,46.46799469,18.01696205,10.68999958,55.10499954,146.7080383,29.61397743,01/04/2020
315,237.8631439,59.72003174,44.49000168,30.29800034,95.9414978,3.702086449,7.96999979,63.65695572,15.79397202,158.0223389,48.68033981,18.74602699,10.06000042,55.85150146,149.7462006,31.39520073,02/04/2020
316,234.4250488,58.86177444,42.59000015,32.00066757,95.32949829,3.600193739,8.489999771,60.776474,15.08006001,154.0165863,48.48328018,18.25391006,9.390000343,54.63499832,148.3669739,31.01155663,03/04/2020
317,250.1705017,63.99672699,47.52000046,34.41600037,99.87950134,3.846434593,10.21000004,66.87879181,16.16740227,165.3745422,52.33472061,19.49331284,9.5,59.15950012,159.4006805,33.09422684,06/04/2020
318,250.4255066,63.25550079,47.56000137,36.36333466,100.5800018,3.999272346,11.30000019,64.54402161,16.51886749,168.651062,52.3078537,20.17681122,10.22000027,59.12799835,157.6838989,33.74276733,07/04/2020
319,258.8319092,64.87448883,48.79000092,36.58933258,102.1500015,4.27098608,11.98999977,66.51750946,16.7990303,174.0952759,52.82734299,21.37065125,11.32999992,60.34999847,159.2656708,34.41872406,08/04/2020
320,262.7706909,65.34264374,48.38000107,38.20000076,102.1380005,4.559679985,12.42000008,65.52079773,17.27113342,175.0043182,51.17928696,22.6556263,12.51000023,60.32849884,159.2752991,34.71102142,09/04/2020
321,260.3715515,66.62516022,50.93999863,43.39666748,108.4434967,4.38136816,11.5,67.24010468,16.96763802,174.6047363,52.57655716,21.79897499,11.56000042,60.52050018,159.6321564,33.97112656,13/04/2020
322,268.0506287,69.98993683,54.93000031,47.32600021,114.1660004,4.491752625,12.51000023,70.753479,17.49594498,177.9811554,54.33209991,21.62582016,11.94999981,63.26150131,167.531311,35.18601608,14/04/2020
323,262.355072,69.35113525,54.99000168,48.65533447,115.3840027,4.27098608,12.38000011,69.97853851,16.91143417,176.7824249,52.72882843,20.22237968,12.28999996,62.86500168,165.7759399,33.94371796,15/04/2020
324,263.6207275,69.90216827,56.95000076,49.68066788,120.4095001,4.19456625,11.85000038,73.43212891,16.95077705,176.0632019,54.44852829,19.52065468,11.06999969,62.87149811,170.7526703,34.55573654,16/04/2020
325,270.7425537,68.95368195,56.59999847,50.25933456,118.75,4.34740448,12.56000042,72.83908081,17.552145,179.0500336,54.06338882,21.21572876,11.56999969,63.95000076,172.2572784,34.78409958,17/04/2020
